zdish_id,name,cuisine,ingredients,ingredient_count,cooking_time,difficulty,rating,calories,servings,spicy,sweet,sour,salty,umami,fresh,creamy,smoky,diet_type,meal_type,region,description
223,Chiroti,Indian,"all-purpose flour, ghee, sugar, cardamom powder",4,45,Medium,4.4,350,6,0,4,0,0,1,1,2,0,Vegetarian,Dessert,Karnataka,Layered sweet pastry
224,Shavige Bath,Indian,"vermicelli, vegetables, mustard seeds, curry leaves, ginger, green chilies, ghee",7,15,Easy,4.2,240,4,1,0,1,2,2,3,1,4,Vegetarian,Breakfast,Karnataka,Spiced vermicelli upma
225,Ragi Mudde,Indian,"finger millet flour, water, salt",3,20,Easy,4.1,180,4,0,0,0,1,2,2,0,0,Vegetarian,Lunch,Karnataka,Finger millet balls
226,Ragi Rotti,Indian,"finger millet flour, onions, green chilies, coriander, water",5,15,Easy,4.2,150,2,1,0,0,2,2,3,0,0,Vegetarian,Breakfast,Karnataka,Finger millet flatbread
227,Akki Rotti,Indian,"rice flour, onions, green chilies, coriander, coconut, curry leaves",6,15,Easy,4.3,180,2,1,0,0,2,2,3,1,0,Vegetarian,Breakfast,Karnataka,Rice flour flatbread
228,Jolada Rotti,Indian,"jowar flour, water, salt, oil",4,15,Easy,4,160,2,0,0,0,1,1,2,0,0,Vegetarian,Dinner,Karnataka,Sorghum flatbread
229,Mandakki Usli,Indian,"puffed rice, onions, green chilies, coriander, lemon juice, peanuts",6,10,Easy,4.1,180,4,1,0,2,2,2,4,1,0,Vegetarian,Snack,Karnataka,Spiced puffed rice
230,Gojju,Indian,"mixed vegetables, tamarind, jaggery, red chilies, mustard seeds, curry leaves",6,25,Easy,4.2,160,4,2,2,3,2,2,3,1,0,Vegetarian,Side Dish,Karnataka,Sweet and sour vegetable curry
231,Majjige Huli,Indian,"buttermilk, vegetables, ginger, green chilies, curry leaves, coconut",6,20,Easy,4.3,120,4,1,0,2,2,2,4,2,0,Vegetarian,Soup,Karnataka,Buttermilk curry
232,Kosambari,Indian,"moong dal, cucumber, coconut, green chilies, ginger, coriander, lemon juice",7,15,Easy,4.4,140,4,1,0,2,2,2,4,1,0,Vegetarian,Salad,Karnataka,Lentil and cucumber salad
233,Hesaru Bele Usli,Indian,"green gram, mustard seeds, curry leaves, green chilies, coconut, salt",6,30,Easy,4.2,160,4,0,0,0,2,2,3,1,0,Vegetarian,Side Dish,Karnataka,Seasoned split green gram
234,Tovve,Indian,"toor dal, vegetables, turmeric, ghee, curry leaves, green chilies",6,25,Easy,4.1,180,4,0,0,0,2,2,3,2,0,Vegetarian,Soup,Karnataka,Simple lentil soup
235,Menaskai,Indian,"mixed vegetables, coconut, red chilies, tamarind, jaggery, curry leaves",6,25,Medium,4.3,200,4,2,1,3,2,2,3,2,0,Vegetarian,Side Dish,Karnataka,Spicy coconut-based vegetable curry
236,Upkari,Indian,"vegetables, coconut, mustard seeds, curry leaves, green chilies, turmeric",6,15,Easy,4.2,140,4,1,0,0,2,2,3,1,0,Vegetarian,Side Dish,Karnataka,Simple stir-fried vegetables with coconut
237,Gassi,Indian,"vegetables, coconut milk, red chilies, tamarind, curry leaves, spices",6,25,Medium,4.4,180,4,2,0,2,2,2,3,4,0,Vegetarian,Curry,Karnataka,Coconut milk-based curry
238,Sambar Varieties,Indian,"toor dal, vegetables, tamarind, sambar powder, mustard seeds, curry leaves",6,45,Medium,4.5,200,4,2,1,3,2,3,3,1,0,Vegetarian,Soup,South India,Various regional sambar preparations
239,Rasam Varieties,Indian,"tomatoes, tamarind, black pepper, cumin, curry leaves, ghee, spices",7,30,Easy,4.4,100,4,2,1,3,2,3,4,1,0,Vegetarian,Soup,South India,Different types of rasam
240,Mor Kuzhambu,Indian,"yogurt, vegetables, green chilies, ginger, curry leaves, coconut",6,20,Easy,4.2,120,4,1,0,2,2,2,4,3,0,Vegetarian,Curry,Tamil Nadu,Yogurt-based vegetable curry
241,Kuzhambu Varieties,Indian,"vegetables, tamarind, sambar powder, coconut, curry leaves, spices",6,30,Medium,4.3,160,4,2,1,3,2,2,3,2,0,Vegetarian,Curry,Tamil Nadu,Various tamarind-based curries
242,Kootu,Indian,"vegetables, lentils, coconut, green chilies, cumin, curry leaves",6,25,Easy,4.3,180,4,1,0,1,2,2,3,2,0,Vegetarian,Side Dish,Tamil Nadu,Mixed vegetable and lentil curry
243,Poriyal,Indian,"vegetables, coconut, mustard seeds, curry leaves, green chilies, turmeric",6,15,Easy,4.2,120,4,1,0,0,2,2,3,1,0,Vegetarian,Side Dish,Tamil Nadu,Dry vegetable stir-fry
244,Vathal Kuzhambu,Indian,"sun-dried vegetables, tamarind, sambar powder, sesame oil, curry leaves",5,20,Easy,4.1,140,4,2,1,3,2,2,2,1,0,Vegetarian,Curry,Tamil Nadu,Curry with sun-dried vegetables
245,Milagu Rasam,Indian,"black pepper, cumin, tomatoes, tamarind, curry leaves, ghee",6,20,Easy,4.4,80,4,3,1,3,2,3,4,1,0,Vegetarian,Soup,Tamil Nadu,Black pepper rasam
246,Jeera Rasam,Indian,"cumin, black pepper, tomatoes, tamarind, curry leaves, ghee",6,20,Easy,4.3,85,4,2,1,3,2,3,4,1,0,Vegetarian,Soup,Tamil Nadu,Cumin-flavored rasam
247,Lemon Rasam,Indian,"lemon juice, black pepper, cumin, curry leaves, green chilies, ghee",6,15,Easy,4.5,70,4,1,1,4,2,3,4,1,0,Vegetarian,Soup,Tamil Nadu,Tangy lemon rasam
248,Garlic Rasam,Indian,"garlic, tomatoes, tamarind, black pepper, cumin, curry leaves, ghee",7,20,Easy,4.4,90,4,2,1,3,2,3,4,1,0,Vegetarian,Soup,Tamil Nadu,Garlic-flavored rasam
249,Pineapple Rasam,Indian,"pineapple, tamarind, jaggery, black pepper, cumin, curry leaves",6,20,Easy,4.3,100,4,1,3,3,2,3,4,1,0,Vegetarian,Soup,Tamil Nadu,Sweet and sour pineapple rasam
250,Vathakozhambu,Indian,"tamarind, jaggery, sambar powder, sesame oil, mustard seeds, curry leaves",6,25,Easy,4.2,120,4,2,2,4,2,2,2,1,0,Vegetarian,Curry,Tamil Nadu,Sweet and sour tamarind curry
251,Paruppu,Indian,"toor dal, turmeric, salt, ghee, cumin, curry leaves",6,25,Easy,4.1,160,4,0,0,0,2,2,3,2,0,Vegetarian,Side Dish,Tamil Nadu,Simple seasoned lentils
252,Paruppu Urundai,Indian,"toor dal, red chilies, asafoetida, curry leaves, coconut oil",5,30,Medium,4.3,180,4,2,0,0,2,2,2,1,0,Vegetarian,Side Dish,Tamil Nadu,Lentil balls in curry
253,Vendakkai Poriyal,Indian,"okra, onions, green chilies, curry leaves, mustard seeds, coconut",6,20,Easy,4.2,140,4,1,1,0,2,2,3,1,0,Vegetarian,Side Dish,Tamil Nadu,Okra stir-fry
254,Kathirikai Gotsu,Indian,"eggplant, onions, tomatoes, green chilies, curry leaves, mustard seeds",6,25,Easy,4.3,160,4,2,1,1,2,2,3,1,0,Vegetarian,Side Dish,Tamil Nadu,Eggplant mash
255,Cabbage Poriyal,Indian,"cabbage, coconut, green chilies, curry leaves, mustard seeds, turmeric",6,15,Easy,4.1,100,4,1,0,0,2,2,3,1,0,Vegetarian,Side Dish,Tamil Nadu,Cabbage stir-fry with coconut
256,Beans Poriyal,Indian,"green beans, coconut, green chilies, curry leaves, mustard seeds, turmeric",6,15,Easy,4.2,110,4,1,0,0,2,2,3,1,0,Vegetarian,Side Dish,Tamil Nadu,Green beans stir-fry
257,Carrot Poriyal,Indian,"carrots, coconut, green chilies, curry leaves, mustard seeds, turmeric",6,15,Easy,4.2,120,4,1,1,0,2,2,3,1,0,Vegetarian,Side Dish,Tamil Nadu,Carrot stir-fry with coconut
258,Beetroot Poriyal,Indian,"beetroot, coconut, green chilies, curry leaves, mustard seeds, turmeric",6,20,Easy,4.1,130,4,1,1,0,2,2,3,1,0,Vegetarian,Side Dish,Tamil Nadu,Beetroot stir-fry
259,Drumstick Sambar,Indian,"drumsticks, toor dal, tamarind, sambar powder, curry leaves, turmeric",6,45,Medium,4.4,180,4,2,1,3,2,3,3,1,0,Vegetarian,Soup,Tamil Nadu,Drumstick lentil curry
260,Brinjal Sambar,Indian,"brinjal, toor dal, tamarind, sambar powder, curry leaves, turmeric",6,40,Medium,4.3,170,4,2,1,3,2,2,3,1,0,Vegetarian,Soup,Tamil Nadu,Eggplant lentil curry
261,Okra Sambar,Indian,"okra, toor dal, tamarind, sambar powder, curry leaves, turmeric",6,40,Medium,4.2,180,4,2,1,3,2,2,3,1,0,Vegetarian,Soup,Tamil Nadu,Okra lentil curry
262,Radish Sambar,Indian,"radish, toor dal, tamarind, sambar powder, curry leaves, turmeric",6,40,Medium,4.1,160,4,2,1,3,2,2,3,1,0,Vegetarian,Soup,Tamil Nadu,Radish lentil curry
263,Bottle Gourd Sambar,Indian,"bottle gourd, toor dal, tamarind, sambar powder, curry leaves, turmeric",6,40,Medium,4.2,150,4,1,1,3,2,2,3,1,0,Vegetarian,Soup,Tamil Nadu,Bottle gourd lentil curry
264,Pumpkin Sambar,Indian,"pumpkin, toor dal, tamarind, sambar powder, curry leaves, turmeric",6,40,Medium,4.3,170,4,2,2,3,2,2,3,1,0,Vegetarian,Soup,Tamil Nadu,Pumpkin lentil curry
265,Mixed Vegetable Sambar,Indian,"mixed vegetables, toor dal, tamarind, sambar powder, curry leaves, turmeric",7,45,Medium,4.4,190,4,2,1,3,2,2,3,1,0,Vegetarian,Soup,Tamil Nadu,Multi-vegetable lentil curry
266,Tomato Sambar,Indian,"tomatoes, toor dal, tamarind, sambar powder, curry leaves, turmeric",6,35,Medium,4.5,160,4,2,1,3,2,3,3,1,0,Vegetarian,Soup,Tamil Nadu,Tomato lentil curry
267,Onion Sambar,Indian,"onions, toor dal, tamarind, sambar powder, curry leaves, turmeric",6,40,Medium,4.2,170,4,2,1,3,2,2,3,1,0,Vegetarian,Soup,Tamil Nadu,Onion lentil curry
268,Potato Sambar,Indian,"potatoes, toor dal, tamarind, sambar powder, curry leaves, turmeric",6,40,Medium,4.1,200,4,2,1,3,2,2,3,1,0,Vegetarian,Soup,Tamil Nadu,Potato lentil curry
269,Chettinad Chicken,Indian,"chicken, coconut, red chilies, coriander seeds, fennel, poppy seeds, curry leaves",8,45,Hard,4.7,420,4,5,1,2,2,4,2,3,2,Non-Vegetarian,Dinner,Tamil Nadu,Spicy chicken from Chettinad region
270,Chettinad Mutton,Indian,"mutton, coconut, red chilies, coriander seeds, fennel, poppy seeds, curry leaves",8,60,Hard,4.6,480,4,5,1,2,2,5,2,3,2,Non-Vegetarian,Dinner,Tamil Nadu,Spicy mutton from Chettinad region
271,Chettinad Fish,Indian,"fish, coconut, red chilies, coriander seeds, fennel, tamarind, curry leaves",8,30,Medium,4.5,320,4,4,1,3,2,3,2,3,2,Non-Vegetarian,Dinner,Tamil Nadu,Spicy fish from Chettinad region
272,Kongunadu Chicken,Indian,"chicken, coconut, red chilies, ginger, garlic, curry leaves, coconut oil",7,40,Medium,4.4,380,4,3,1,1,2,3,3,3,2,Non-Vegetarian,Dinner,Tamil Nadu,Western Tamil Nadu style chicken
273,Nattu Kozhi Curry,Indian,"country chicken, coconut, red chilies, ginger, garlic, curry leaves, spices",8,60,Hard,4.6,400,4,3,1,1,2,4,2,3,2,Non-Vegetarian,Dinner,Tamil Nadu,Country chicken curry
274,Kozhi Milagu,Indian,"chicken, black pepper, coconut, ginger, garlic, curry leaves, coconut oil",7,35,Medium,4.5,360,4,4,0,1,2,3,2,3,2,Non-Vegetarian,Dinner,Tamil Nadu,Pepper chicken curry
275,Fish Kuzhambu,Indian,"fish, tamarind, coconut, red chilies, curry leaves, fenugreek, mustard seeds",8,25,Medium,4.4,280,4,3,1,4,2,3,3,2,1,Non-Vegetarian,Lunch,Tamil Nadu,Tangy fish curry
276,Prawn Kuzhambu,Indian,"prawns, tamarind, coconut, red chilies, curry leaves, fenugreek, mustard seeds",8,20,Medium,4.5,260,4,3,1,4,2,4,3,2,1,Non-Vegetarian,Lunch,Tamil Nadu,Tangy prawn curry
277,Meen Varuval,Indian,"fish, red chili powder, turmeric, ginger, garlic, curry leaves, coconut oil",7,15,Easy,4.5,300,4,3,0,1,2,3,2,2,3,Non-Vegetarian,Lunch,Tamil Nadu,Spicy fried fish
278,Eral Varuval,Indian,"prawns, red chili powder, turmeric, ginger, garlic, curry leaves, coconut oil",7,10,Easy,4.6,240,4,3,0,1,2,4,2,2,3,Non-Vegetarian,Lunch,Tamil Nadu,Spicy fried prawns
279,Mutton Varuval,Indian,"mutton, coconut, red chilies, ginger, garlic, curry leaves, coconut oil",8,45,Medium,4.5,450,4,3,0,1,2,4,2,2,3,Non-Vegetarian,Dinner,Tamil Nadu,Dry roasted mutton
280,Chicken Varuval,Indian,"chicken, coconut, red chilies, ginger, garlic, curry leaves, coconut oil",8,30,Medium,4.4,380,4,3,0,1,2,3,2,2,3,Non-Vegetarian,Dinner,Tamil Nadu,Dry roasted chicken
281,Egg Curry,Indian,"eggs, onions, tomatoes, ginger, garlic, red chili powder, turmeric, coriander",8,20,Easy,4.3,280,4,2,1,1,2,3,3,2,1,Non-Vegetarian,Lunch,Tamil Nadu,Spiced egg curry
282,Egg Roast,Indian,"eggs, onions, tomatoes, ginger, garlic, red chili powder, curry leaves",7,15,Easy,4.4,260,4,2,1,1,2,3,3,1,2,Non-Vegetarian,Breakfast,Tamil Nadu,Spicy scrambled eggs
283,Quail Roast,Indian,"quail, coconut, red chilies, ginger, garlic, curry leaves, spices",8,30,Medium,4.5,280,4,3,0,1,2,4,2,2,3,Non-Vegetarian,Dinner,Tamil Nadu,Spicy roasted quail
284,Rabbit Curry,Indian,"rabbit, coconut, red chilies, ginger, garlic, curry leaves, spices",8,60,Hard,4.3,350,4,3,1,1,2,4,2,3,2,Non-Vegetarian,Dinner,Tamil Nadu,Traditional rabbit curry
285,Venison Curry,Indian,"deer meat, coconut, red chilies, ginger, garlic, curry leaves, spices",8,90,Hard,4.2,400,4,3,1,1,2,4,2,3,2,Non-Vegetarian,Dinner,Tamil Nadu,Wild game curry
286,Crab Curry,Indian,"crab, coconut milk, red chilies, ginger, garlic, curry leaves, tamarind",8,25,Medium,4.6,220,4,3,1,3,2,4,3,4,1,Non-Vegetarian,Lunch,Tamil Nadu,Coconut-based crab curry
287,Crab Roast,Indian,"crab, coconut, red chilies, ginger, garlic, curry leaves, pepper",8,20,Medium,4.5,200,4,4,0,1,2,4,2,2,3,Non-Vegetarian,Dinner,Tamil Nadu,Spicy dry crab
288,Squid Curry,Indian,"squid, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,15,Medium,4.4,180,4,3,1,3,2,3,3,3,2,Non-Vegetarian,Lunch,Tamil Nadu,Tender squid curry
289,Octopus Curry,Indian,"octopus, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,30,Medium,4.3,200,4,3,1,3,2,4,3,3,2,Non-Vegetarian,Lunch,Tamil Nadu,Spicy octopus curry
290,Snapper Fish Curry,Indian,"red snapper, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,25,Medium,4.5,300,4,3,1,3,2,3,3,3,2,Non-Vegetarian,Lunch,Tamil Nadu,Red snapper in spicy gravy
291,Pomfret Curry,Indian,"pomfret, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,20,Medium,4.6,280,4,3,1,3,2,3,3,3,2,Non-Vegetarian,Lunch,Tamil Nadu,Delicate pomfret in coconut curry
292,Kingfish Curry,Indian,"kingfish, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,25,Medium,4.5,320,4,3,1,3,2,3,3,3,2,Non-Vegetarian,Lunch,Tamil Nadu,Firm kingfish in spicy gravy
293,Sardine Curry,Indian,"sardines, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,15,Easy,4.4,240,4,3,1,3,2,3,3,3,2,Non-Vegetarian,Lunch,Tamil Nadu,Small sardines in tangy curry
294,Mackerel Curry,Indian,"mackerel, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,15,Easy,4.5,260,4,3,1,3,2,3,3,3,2,Non-Vegetarian,Lunch,Tamil Nadu,Oily mackerel in coconut gravy
295,Tuna Curry,Indian,"tuna, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,20,Medium,4.4,300,4,3,1,3,2,4,3,3,2,Non-Vegetarian,Lunch,Tamil Nadu,Meaty tuna in spiced curry
296,Anchovy Curry,Indian,"anchovies, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,10,Easy,4.3,180,4,3,1,4,3,3,3,2,2,Non-Vegetarian,Lunch,Tamil Nadu,Small anchovies in tangy gravy
297,Seer Fish Curry,Indian,"seer fish, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,20,Medium,4.6,290,4,3,1,3,2,3,3,3,2,Non-Vegetarian,Lunch,Tamil Nadu,Premium seer fish curry
298,Barracuda Curry,Indian,"barracuda, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,25,Medium,4.3,270,4,3,1,3,2,3,3,3,2,Non-Vegetarian,Lunch,Tamil Nadu,Sharp-toothed fish curry
299,Shark Curry,Indian,"shark, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,30,Medium,4.2,350,4,3,1,3,2,4,3,3,2,Non-Vegetarian,Lunch,Tamil Nadu,Cartilaginous fish curry
300,Ray Fish Curry,Indian,"ray fish, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,25,Medium,4.1,250,4,3,1,3,2,3,3,3,2,Non-Vegetarian,Lunch,Tamil Nadu,Flat ray fish in curry
301,Eel Curry,Indian,"eel, coconut, red chilies, ginger, garlic, curry leaves, tamarind",8,30,Hard,4,280,4,3,1,3,2,3,3,3,2,Non-Vegetarian,Lunch,Tamil Nadu,Snake-like eel curry
302,Hilsa Fish Curry,Indian,"hilsa, mustard oil, panch phoron, turmeric, green chilies, ginger",6,25,Medium,4.7,320,4,2,0,1,2,4,3,2,3,Non-Vegetarian,Lunch,Bengal,Prized Bengali fish curry
303,Rohu Fish Curry,Indian,"rohu, mustard oil, onions, ginger, garlic, turmeric, red chili powder",7,30,Medium,4.4,290,4,2,0,1,2,3,3,2,3,Non-Vegetarian,Lunch,Bengal,Common carp curry
304,Katla Fish Curry,Indian,"katla, mustard oil, onions, ginger, garlic, turmeric, red chili powder",7,30,Medium,4.3,300,4,2,0,1,2,3,3,2,3,Non-Vegetarian,Lunch,Bengal,Large carp curry
305,Mrigel Fish Curry,Indian,"mrigel, mustard oil, onions, ginger, garlic, turmeric, red chili powder",7,25,Medium,4.2,280,4,2,0,1,2,3,3,2,3,Non-Vegetarian,Lunch,Bengal,Sweet water fish curry
306,Chitol Fish Curry,Indian,"chitol, mustard oil, onions, ginger, garlic, turmeric, green chilies",7,35,Hard,4.5,310,4,2,0,1,2,3,3,2,3,Non-Vegetarian,Lunch,Bengal,Featherback fish curry
307,Bekti Fish Curry,Indian,"bekti, mustard oil, onions, ginger, garlic, turmeric, green chilies",7,20,Medium,4.6,270,4,2,0,1,2,3,3,2,3,Non-Vegetarian,Lunch,Bengal,Barramundi curry
308,Tangra Fish Curry,Indian,"tangra, mustard oil, onions, ginger, garlic, turmeric, green chilies",7,15,Easy,4.3,200,4,2,0,1,2,3,3,2,3,Non-Vegetarian,Lunch,Bengal,Small catfish curry
309,Magur Fish Curry,Indian,"magur, mustard oil, onions, ginger, garlic, turmeric, green chilies",7,25,Medium,4.2,260,4,2,0,1,2,3,3,2,3,Non-Vegetarian,Lunch,Bengal,Walking catfish curry
310,Koi Fish Curry,Indian,"koi fish, mustard oil, onions, ginger, garlic, turmeric, green chilies",7,20,Medium,4.1,220,4,2,0,1,2,3,3,2,3,Non-Vegetarian,Lunch,Bengal,Climbing perch curry
311,Pabda Fish Curry,Indian,"pabda, mustard oil, onions, ginger, garlic, turmeric, green chilies",7,15,Easy,4.4,210,4,2,0,1,2,3,3,2,3,Non-Vegetarian,Lunch,Bengal,Butter catfish curry
312,Shol Fish Curry,Indian,"shol, mustard oil, onions, ginger, garlic, turmeric, green chilies",7,30,Medium,4.3,290,4,2,0,1,2,4,3,2,3,Non-Vegetarian,Lunch,Bengal,Snakehead fish curry
313,Boal Fish Curry,Indian,"boal, mustard oil, onions, ginger, garlic, turmeric, green chilies",7,35,Medium,4.2,320,4,2,0,1,2,4,3,2,3,Non-Vegetarian,Lunch,Bengal,Large catfish curry
314,Ayre Fish Curry,Indian,"ayre, mustard oil, onions, ginger, garlic, turmeric, green chilies",7,20,Medium,4.1,250,4,2,0,1,2,3,3,2,3,Non-Vegetarian,Lunch,Bengal,Long whiskered catfish
315,Parshe Shak,Indian,"purslane, mustard oil, panch phoron, green chilies, turmeric",5,15,Easy,4,80,4,1,0,0,2,2,4,1,0,Vegetarian,Side Dish,Bengal,Purslane greens stir-fry
316,Palong Shak,Indian,"spinach, mustard oil, garlic, green chilies, turmeric",5,10,Easy,4.2,90,4,1,0,0,2,3,4,1,0,Vegetarian,Side Dish,Bengal,Bengali spinach preparation
317,Lau Shak,Indian,"bottle gourd leaves, mustard oil, garlic, green chilies, turmeric",5,15,Easy,4.1,70,4,1,0,0,2,2,4,1,0,Vegetarian,Side Dish,Bengal,Bottle gourd leaves stir-fry
318,Kumro Shak,Indian,"pumpkin leaves, mustard oil, garlic, green chilies, turmeric",5,15,Easy,4,60,4,1,0,0,2,2,4,1,0,Vegetarian,Side Dish,Bengal,Pumpkin leaves preparation
319,Data Shak,Indian,"amaranth leaves, mustard oil, garlic, green chilies, turmeric",5,10,Easy,4.1,85,4,1,0,0,2,3,4,1,0,Vegetarian,Side Dish,Bengal,Amaranth greens stir-fry
320,Kalmi Shak,Indian,"water spinach, mustard oil, garlic, green chilies, turmeric",5,10,Easy,4.2,75,4,1,0,0,2,2,4,1,0,Vegetarian,Side Dish,Bengal,Water spinach preparation
321,Sarisha Shak,Indian,"mustard greens, mustard oil, garlic, green chilies, turmeric",5,20,Easy,4.3,100,4,2,0,0,2,3,4,1,0,Vegetarian,Side Dish,Bengal,Mustard greens Bengali style
322,Mula Shak,Indian,"radish greens, mustard oil, garlic, green chilies, turmeric",5,15,Easy,4.1,80,4,1,0,0,2,2,4,1,0,Vegetarian,Side Dish,Bengal,Radish leaves stir-fry
323,Begun Bhaja,Indian,"eggplant, turmeric, salt, mustard oil",4,15,Easy,4.2,120,4,0,0,0,2,2,2,1,1,Vegetarian,Side Dish,Bengal,Simple fried eggplant
324,Aloo Bhaja,Indian,"potatoes, turmeric, salt, mustard oil",4,20,Easy,4.3,180,4,0,0,0,2,2,2,1,1,Vegetarian,Side Dish,Bengal,Bengali fried potatoes
325,Kumro Bhaja,Indian,"pumpkin, turmeric, salt, mustard oil",4,15,Easy,4.1,100,4,0,1,0,2,2,2,1,1,Vegetarian,Side Dish,Bengal,Fried pumpkin slices
326,Bandha Kopi Bhaja,Indian,"cabbage, turmeric, salt, mustard oil",4,10,Easy,4,80,4,0,0,0,2,2,3,1,1,Vegetarian,Side Dish,Bengal,Fried cabbage Bengali style
327,Shukto,Indian,"mixed vegetables, bitter gourd, milk, panch phoron, ginger paste",6,30,Medium,4.4,150,4,1,1,0,2,2,3,3,0,Vegetarian,Side Dish,Bengal,Mixed vegetable medley with bitter gourd
328,Charchari,Indian,"mixed vegetables, mustard oil, panch phoron, turmeric, green chilies",6,20,Easy,4.2,120,4,1,0,0,2,2,3,1,0,Vegetarian,Side Dish,Bengal,Mixed vegetable stir-fry
329,Ghonto,Indian,"mixed vegetables, coconut, ginger, green chilies, turmeric, mustard oil",6,25,Medium,4.3,140,4,1,1,0,2,2,3,2,0,Vegetarian,Side Dish,Bengal,Chopped mixed vegetables
330,Labra,Indian,"mixed vegetables, mustard oil, panch phoron, turmeric, bay leaves",6,25,Easy,4.1,130,4,1,0,0,2,2,3,1,0,Vegetarian,Side Dish,Bengal,Simple mixed vegetable curry
331,Dhokar Dalna,Indian,"lentil cakes, potatoes, tomatoes, ginger, cumin, bay leaves",6,45,Medium,4.5,200,4,2,1,1,2,3,2,2,1,Vegetarian,Lunch,Bengal,Lentil cake curry
332,Enchorer Kalia,Indian,"anchovies, potatoes, onions, ginger, garlic, turmeric, red chili powder",7,25,Medium,4.3,220,4,3,1,2,2,3,2,2,2,Non-Vegetarian,Lunch,Bengal,Spicy anchovy curry
333,Chingri Malai Curry,Indian,"prawns, coconut milk, onions, ginger, garlic, green chilies, turmeric",7,20,Medium,4.7,280,4,2,1,1,2,4,3,5,1,Non-Vegetarian,Lunch,Bengal,Prawns in coconut milk
334,Chingri Bhapa,Indian,"prawns, coconut, mustard seeds, green chilies, mustard oil, turmeric",6,20,Medium,4.6,240,4,2,0,1,2,4,3,3,3,Non-Vegetarian,Lunch,Bengal,Steamed prawns with coconut and mustard
335,Ilish Bhapa,Indian,"hilsa fish, coconut, mustard seeds, green chilies, mustard oil, turmeric",6,25,Medium,4.8,320,4,2,0,1,2,4,3,3,3,Non-Vegetarian,Lunch,Bengal,Steamed hilsa with coconut and mustard
336,Macher Jhol,Indian,"fish, potatoes, onions, ginger, turmeric, green chilies, mustard oil",7,25,Easy,4.5,260,4,2,0,1,2,3,3,2,3,Non-Vegetarian,Lunch,Bengal,Simple Bengali fish curry
337,Macher Kalia,Indian,"fish, potatoes, onions, ginger, garlic, yogurt, spices",8,30,Medium,4.4,290,4,2,1,1,2,3,2,3,2,Non-Vegetarian,Lunch,Bengal,Rich fish curry
338,Mutton Rezala,Indian,"mutton, yogurt, cashews, onions, ginger, garlic, white pepper, nutmeg",8,60,Hard,4.6,480,4,1,1,1,2,4,2,5,0,Non-Vegetarian,Dinner,Bengal,Creamy white mutton curry
339,Chicken Rezala,Indian,"chicken, yogurt, cashews, onions, ginger, garlic, white pepper, nutmeg",8,45,Medium,4.5,420,4,1,1,1,2,3,2,5,0,Non-Vegetarian,Dinner,Bengal,Creamy white chicken curry
340,Mutton Chaap,Indian,"mutton ribs, yogurt, onions, ginger, garlic, poppy seeds, cashews",7,90,Hard,4.7,520,4,2,1,1,2,4,2,4,3,Non-Vegetarian,Dinner,Bengal,Mutton ribs in rich gravy
341,Kobiraji Cutlet,Indian,"chicken, eggs, breadcrumbs, onions, ginger, garlic, spices",7,30,Medium,4.4,350,4,2,0,1,2,3,2,2,1,Non-Vegetarian,Snack,Bengal,Egg-wrapped chicken cutlet
342,Fish Cutlet,Indian,"fish, potatoes, eggs, breadcrumbs, onions, ginger, spices",7,30,Medium,4.3,280,4,1,0,1,2,3,2,2,1,Non-Vegetarian,Snack,Bengal,Bengali fish cutlet
343,Vegetable Cutlet,Indian,"mixed vegetables, potatoes, breadcrumbs, spices, oil",6,25,Easy,4.2,200,4,1,0,1,2,2,3,1,1,Vegetarian,Snack,Bengal,Mixed vegetable cutlet
344,Telebhaja,Indian,"vegetables, gram flour, rice flour, turmeric, salt, oil",6,20,Easy,4.3,180,4,1,0,0,2,2,2,1,1,Vegetarian,Snack,Bengal,Bengali vegetable fritters
345,Beguni,Indian,"eggplant, gram flour, rice flour, turmeric, salt, oil",6,15,Easy,4.4,160,4,1,0,0,2,2,2,1,1,Vegetarian,Snack,Bengal,Eggplant fritters
346,Phulkopi Bhaja,Indian,"cauliflower, gram flour, turmeric, salt, oil",5,15,Easy,4.2,140,4,1,0,0,2,2,3,1,1,Vegetarian,Snack,Bengal,Cauliflower fritters
347,Kumro Phool Bhaja,Indian,"pumpkin flowers, gram flour, turmeric, salt, oil",5,10,Easy,4.1,100,4,1,0,0,2,2,3,1,1,Vegetarian,Snack,Bengal,Pumpkin flower fritters
348,Mochar Ghonto,Indian,"banana flower, coconut, potatoes, panch phoron, turmeric, mustard oil",6,40,Medium,4.3,160,4,1,1,0,2,2,3,2,0,Vegetarian,Side Dish,Bengal,Banana flower curry
